Transaction ID,Stage,Entity,Timestamp,RFID ID,GPS Latitude,GPS Longitude,Temperature,Humidity,Route ID,Speed,Delivery Status,Risk Factor,Delay Time,Cost,Disruption Type
TXN_146,Warehouse,Carrier B,52:52.3,RFID_245,39.39314993,-75.89181551,11.5802014,65.48516327,Route_146,89.18539731,In Transit,Human Error,34.55805789,59.99126584,Equipment Failure
TXN_147,Warehouse,Warehouse C,52:52.3,RFID_246,38.98713011,-77.70367401,35.29057401,27.24038804,Route_147,68.3814658,In Transit,Human Error,36.18305822,186.6757332,Traffic Jam
TXN_148,Warehouse,Carrier B,52:52.3,RFID_247,38.29225917,-78.21100867,24.99083714,48.14190518,Route_148,90.93240265,Delivered,Weather,10.51484031,464.4812688,Equipment Failure
TXN_149,Manufacturing,Warehouse C,52:52.3,RFID_248,39.25290865,-77.52893776,30.4324162,71.02574401,Route_149,66.11547801,In Transit,Weather,21.26591888,194.4209472,Strike
TXN_150,Retailer,Supplier A,52:52.3,RFID_249,39.336471,-75.85875374,15.44554404,74.58746188,Route_150,21.81591748,In Transit,Traffic,29.65503334,163.5137752,Strike
TXN_151,Warehouse,Supplier A,52:52.3,RFID_250,38.54181488,-78.32395976,23.36112488,28.27530356,Route_151,37.872254,Delivered,Human Error,36.95873367,290.3991845,Equipment Failure
TXN_152,Warehouse,Supplier A,52:52.3,RFID_251,39.18506664,-79.13119203,6.177262393,20.00215032,Route_152,28.16154534,In Transit,Traffic,4.990050044,420.7107875,Traffic Jam
TXN_153,Manufacturing,Retailer D,52:52.3,RFID_252,38.48735731,-76.4399299,26.74573736,69.84959321,Route_153,91.79438479,Delivered,Human Error,46.19353519,96.4160424,Strike
TXN_154,Warehouse,Carrier B,52:52.3,RFID_253,38.40070386,-75.87010894,14.24206002,44.96173232,Route_154,78.43600606,In Transit,Human Error,42.73059219,474.3593193,Strike
TXN_155,Manufacturing,Retailer D,52:52.3,RFID_254,38.09305689,-79.49681261,14.91454817,37.81369321,Route_155,70.8758532,Delivered,Human Error,12.97673234,407.7827965,Equipment Failure
TXN_156,Logistics,Supplier A,52:52.3,RFID_255,38.7635832,-78.80062944,24.21950461,20.90282289,Route_156,37.08696877,Delivered,Weather,39.49249167,131.562615,Equipment Failure
TXN_157,Warehouse,Carrier B,52:52.3,RFID_256,35.79302553,-79.29014005,37.13262797,57.82095847,Route_157,26.56402948,Delivered,Human Error,24.87954831,370.4035825,Equipment Failure
TXN_158,Logistics,Supplier A,52:52.3,RFID_257,39.4043538,-78.26029294,-2.119714403,79.58055148,Route_158,78.08059792,Delivered,Human Error,22.16671111,223.2314252,Weather
TXN_159,Manufacturing,Retailer D,52:52.3,RFID_258,39.35921764,-77.74824511,32.11344568,87.03421524,Route_159,52.67421513,Delivered,Human Error,15.09283708,231.0326051,Weather
TXN_160,Retailer,Retailer D,52:52.3,RFID_259,35.14623642,-76.25586832,8.157239969,59.60214654,Route_160,30.32105969,In Transit,Equipment Failure,27.88649216,402.4805416,Weather
TXN_161,Warehouse,Retailer D,52:52.3,RFID_260,39.12908375,-76.74426208,14.97637545,56.01229294,Route_161,65.49597803,In Transit,Weather,35.03467765,483.2531636,Equipment Failure
TXN_162,Manufacturing,Supplier A,52:52.3,RFID_261,35.64434934,-76.89535716,-4.013900205,25.95394698,Route_162,13.63004669,In Transit,Equipment Failure,19.72477944,106.9951428,Traffic Jam
TXN_163,Retailer,Carrier B,52:52.3,RFID_262,36.67559427,-78.23812527,8.547073503,58.42109611,Route_163,39.35532287,Delivered,Weather,30.20252126,239.2836066,Strike
TXN_164,Retailer,Carrier B,52:52.3,RFID_263,38.71754128,-75.79276223,17.61840592,46.59853553,Route_164,52.17012951,In Transit,Traffic,33.56702022,266.4237236,Weather
TXN_165,Logistics,Supplier A,52:52.3,RFID_264,35.80379948,-77.64356416,-2.472076519,62.49946966,Route_165,23.31625007,Delivered,Equipment Failure,34.13384722,219.3403176,Traffic Jam
TXN_166,Manufacturing,Carrier B,52:52.3,RFID_265,39.08983512,-75.10447531,17.09930782,47.21084435,Route_166,98.61890298,Delivered,Traffic,2.49437271,213.4351057,Equipment Failure
TXN_167,Retailer,Supplier A,52:52.3,RFID_266,39.16067089,-76.82928931,36.7199783,36.82093864,Route_167,28.81876281,In Transit,Human Error,41.26789467,73.5209004,Weather
TXN_168,Warehouse,Carrier B,52:52.3,RFID_267,37.53733867,-79.36867629,-0.257305185,26.64756927,Route_168,21.7317817,Delivered,Traffic,21.99615911,358.4923793,Equipment Failure
TXN_169,Warehouse,Warehouse C,52:52.3,RFID_268,35.03192936,-76.61911219,29.39983276,42.04429112,Route_169,28.31813865,In Transit,Traffic,12.59597192,246.2964877,Traffic Jam
TXN_170,Logistics,Warehouse C,52:52.3,RFID_269,36.43519067,-78.37447992,13.4351974,26.7651384,Route_170,79.21550198,Delivered,Traffic,11.60469636,137.6572112,Weather
TXN_171,Retailer,Retailer D,52:52.3,RFID_270,38.08463459,-76.56836402,24.48281715,32.38278656,Route_171,48.29550933,Delivered,Traffic,23.18467742,417.215076,Weather
TXN_172,Manufacturing,Warehouse C,52:52.3,RFID_271,39.90593089,-79.65179426,6.710646909,89.1135311,Route_172,60.88743458,In Transit,Weather,42.56791389,411.1523367,Weather
TXN_173,Warehouse,Warehouse C,52:52.3,RFID_272,38.15906764,-79.12559281,2.177151814,51.08724898,Route_173,11.89082413,Delivered,Equipment Failure,18.16068392,268.8762326,Weather
TXN_174,Retailer,Warehouse C,52:52.3,RFID_273,36.29901791,-75.72131371,2.220817642,57.23102366,Route_174,13.09881777,In Transit,Weather,35.98683585,184.3027975,Traffic Jam
TXN_175,Retailer,Supplier A,52:52.3,RFID_274,38.17002852,-78.86410221,-1.827862446,81.15329701,Route_175,50.12429948,Delivered,Weather,4.647299087,337.1417266,Weather
TXN_176,Logistics,Warehouse C,52:52.3,RFID_275,37.6999269,-75.81479437,3.354101721,89.68982303,Route_176,83.49897189,In Transit,Weather,22.8507217,179.6684611,Strike
TXN_177,Warehouse,Warehouse C,52:52.3,RFID_276,38.89922698,-78.60361956,24.88987232,60.79001145,Route_177,89.67149908,Delivered,Traffic,47.60093474,156.2035686,Strike
TXN_178,Warehouse,Retailer D,52:52.3,RFID_277,35.53490319,-76.78559045,34.67607753,76.87316747,Route_178,17.80359108,In Transit,Weather,36.98101453,378.7315943,Equipment Failure
TXN_179,Manufacturing,Warehouse C,52:52.3,RFID_278,38.80513951,-76.52924713,31.63565585,42.8858717,Route_179,58.45267919,In Transit,Equipment Failure,10.10536745,68.14635787,Weather
TXN_180,Warehouse,Warehouse C,52:52.3,RFID_279,37.70633289,-77.43672623,25.83104394,41.40207702,Route_180,92.19067177,Delivered,Weather,24.06919074,92.64581197,Strike
TXN_181,Manufacturing,Carrier B,52:52.3,RFID_280,39.81496002,-78.47344662,-0.030566147,48.18926047,Route_181,44.9175479,In Transit,Human Error,11.21398866,53.05467831,Strike
TXN_182,Warehouse,Retailer D,52:52.3,RFID_281,36.70936083,-78.93677812,8.013435083,67.07550839,Route_182,84.66092483,Delivered,Traffic,19.65892451,118.8244339,Strike
TXN_183,Logistics,Retailer D,52:52.3,RFID_282,38.16310947,-79.83405323,8.94130939,67.75341825,Route_183,22.0326089,Delivered,Human Error,37.44403314,81.04550392,Traffic Jam
TXN_184,Warehouse,Retailer D,52:52.3,RFID_283,39.66014053,-78.48026799,6.248062588,42.06676043,Route_184,94.18550407,In Transit,Equipment Failure,37.01879113,498.1110655,Weather
TXN_185,Manufacturing,Retailer D,52:52.3,RFID_284,35.51254864,-76.73418605,18.17525469,29.32469469,Route_185,77.62809858,In Transit,Equipment Failure,10.94881814,179.9644865,Traffic Jam
TXN_186,Manufacturing,Retailer D,52:52.3,RFID_285,39.68614244,-75.30847591,19.09992167,64.26773795,Route_186,94.72009535,In Transit,Equipment Failure,44.26671927,117.1706057,Traffic Jam
TXN_187,Logistics,Retailer D,52:52.3,RFID_286,38.43942861,-75.64397759,11.05986888,28.98281035,Route_187,70.89555102,In Transit,Equipment Failure,28.44327277,158.4483161,Strike
TXN_188,Warehouse,Supplier A,52:52.3,RFID_287,35.3391853,-76.16967612,10.92051214,60.49447558,Route_188,42.70635388,In Transit,Weather,18.23636597,471.2565072,Strike
TXN_189,Warehouse,Warehouse C,52:52.3,RFID_288,36.50481783,-76.05776328,32.28500191,68.53954896,Route_189,94.43630553,Delivered,Traffic,24.09290788,284.0721004,Equipment Failure
TXN_190,Logistics,Retailer D,52:52.3,RFID_289,38.54086044,-76.67507548,30.51817817,69.04280475,Route_190,34.80100987,In Transit,Equipment Failure,29.04342017,214.1681433,Weather
TXN_191,Warehouse,Warehouse C,52:52.3,RFID_290,35.33675301,-78.69856571,8.850812426,72.74304775,Route_191,39.89552699,Delivered,Human Error,26.87474553,443.0261561,Weather
TXN_192,Warehouse,Warehouse C,52:52.3,RFID_291,37.9108523,-75.46402485,36.12047997,81.10015951,Route_192,73.07275762,In Transit,Equipment Failure,23.34744171,227.7456217,Strike
TXN_193,Manufacturing,Supplier A,52:52.3,RFID_292,36.72941528,-76.64633844,37.87667577,54.99712944,Route_193,78.87846696,In Transit,Traffic,24.2367746,200.7538565,Strike
TXN_194,Warehouse,Retailer D,52:52.3,RFID_293,38.10457759,-77.19779685,9.703414391,71.11744327,Route_194,93.64631355,In Transit,Human Error,8.467771701,143.2771351,Weather
TXN_195,Warehouse,Carrier B,52:52.3,RFID_294,35.22871017,-79.44505265,10.9491227,63.34209148,Route_195,28.43221682,Delivered,Human Error,39.01117941,220.0085708,Equipment Failure
TXN_196,Logistics,Supplier A,52:52.3,RFID_295,39.35768403,-77.76472228,17.7535369,33.06479579,Route_196,81.81982317,In Transit,Human Error,26.00449536,192.5079602,Strike
TXN_197,Logistics,Carrier B,52:52.3,RFID_296,39.86744485,-77.69820864,37.35043656,21.79827514,Route_197,76.46914481,Delivered,Weather,6.291833362,354.7867817,Equipment Failure
TXN_198,Retailer,Warehouse C,52:52.3,RFID_297,39.84438928,-75.67718195,34.43437449,39.917897,Route_198,15.74151006,Delivered,Equipment Failure,36.77554088,180.3122171,Traffic Jam
TXN_199,Manufacturing,Warehouse C,52:52.3,RFID_298,38.74825916,-77.2667589,-0.384441684,51.01235944,Route_199,44.85008271,Delivered,Weather,44.75731096,309.7398859,Strike
TXN_200,Warehouse,Supplier A,52:52.3,RFID_299,35.6504312,-78.09799726,12.67288345,63.19741611,Route_200,35.44889114,In Transit,Human Error,45.47073116,79.65147426,Traffic Jam
TXN_201,Warehouse,Supplier A,52:52.3,RFID_300,38.79131598,-75.11599836,19.90170354,79.49715314,Route_201,37.40413819,Delivered,Weather,17.71285116,136.0801205,Strike
TXN_202,Retailer,Carrier B,52:52.3,RFID_301,35.12293458,-79.44639703,17.64096126,33.73720017,Route_202,98.46521916,In Transit,Weather,6.504809931,233.3323722,Traffic Jam
TXN_203,Warehouse,Retailer D,52:52.3,RFID_302,35.11061776,-77.88725786,3.723838057,28.78848529,Route_203,67.84996721,Delivered,Weather,24.88318208,471.6271643,Strike
TXN_204,Manufacturing,Carrier B,52:52.3,RFID_303,36.6180511,-79.78987662,33.6467547,87.44359632,Route_204,74.5908542,In Transit,Equipment Failure,5.405243009,219.7633936,Equipment Failure
TXN_205,Retailer,Supplier A,52:52.3,RFID_304,37.44321595,-76.3004794,25.46233523,27.56311916,Route_205,97.89558736,Delivered,Human Error,44.83139609,348.8333545,Equipment Failure
TXN_206,Manufacturing,Carrier B,52:52.3,RFID_305,38.85203709,-75.40961724,32.70587687,53.49437491,Route_206,43.94816042,In Transit,Human Error,8.811822113,164.7892501,Equipment Failure
TXN_207,Retailer,Supplier A,52:52.3,RFID_306,38.41647688,-78.59981335,33.64439257,60.98946102,Route_207,82.16561516,In Transit,Equipment Failure,12.13276128,107.1651092,Traffic Jam
TXN_208,Retailer,Carrier B,52:52.3,RFID_307,37.22951353,-75.70829162,28.67601341,57.89620946,Route_208,49.1077867,In Transit,Weather,19.51855329,76.34147004,Equipment Failure
TXN_209,Logistics,Supplier A,52:52.3,RFID_308,36.36813333,-78.53890885,14.76447706,26.02225099,Route_209,88.25803046,Delivered,Weather,18.39189449,187.4360743,Traffic Jam
TXN_210,Manufacturing,Supplier A,52:52.3,RFID_309,39.9856225,-75.44614919,22.47460398,23.99188398,Route_210,26.25917872,Delivered,Traffic,38.14381884,120.9474621,Strike
TXN_211,Warehouse,Supplier A,52:52.3,RFID_310,37.13090651,-76.23019048,2.216443275,27.38383992,Route_211,95.29175594,In Transit,Traffic,21.90320739,128.3047016,Traffic Jam
TXN_212,Warehouse,Retailer D,52:52.3,RFID_311,37.25693512,-75.97546612,25.31404379,60.99113787,Route_212,29.68945376,Delivered,Traffic,8.19687648,392.3416888,Strike
TXN_213,Manufacturing,Carrier B,52:52.3,RFID_312,35.81811911,-79.90996722,3.066396508,58.10414213,Route_213,39.35984563,Delivered,Equipment Failure,12.82607498,57.12713193,Weather
TXN_214,Warehouse,Carrier B,52:52.3,RFID_313,38.97404774,-75.18594821,26.22773157,36.36185544,Route_214,78.05730107,Delivered,Human Error,24.43744249,301.0145566,Weather
TXN_215,Warehouse,Carrier B,52:52.3,RFID_314,38.46841113,-76.36664504,5.331917234,64.64418993,Route_215,45.43796274,Delivered,Traffic,7.077788036,220.7576213,Weather
TXN_216,Manufacturing,Supplier A,52:52.3,RFID_315,36.10384806,-78.47624452,0.289808507,77.40472514,Route_216,64.73902391,Delivered,Human Error,29.35947243,277.9475,Traffic Jam
TXN_217,Retailer,Carrier B,52:52.3,RFID_316,35.41190523,-75.85302668,2.437802056,22.91052719,Route_217,50.0116151,Delivered,Human Error,27.15587071,303.2736067,Weather
TXN_218,Manufacturing,Carrier B,52:52.3,RFID_317,38.40249651,-78.59239401,-4.910353915,54.86909605,Route_218,76.81329434,Delivered,Human Error,34.30571119,191.0154625,Weather
TXN_219,Retailer,Supplier A,52:52.3,RFID_318,38.27255607,-75.6362308,27.3432828,68.25172885,Route_219,30.54981271,In Transit,Equipment Failure,45.00982154,182.7989871,Weather
TXN_220,Warehouse,Warehouse C,52:52.3,RFID_319,36.36629763,-79.43709805,27.95804721,37.66183489,Route_220,15.26121885,In Transit,Equipment Failure,43.78821893,380.0308322,Strike
TXN_221,Warehouse,Supplier A,52:52.3,RFID_320,39.75431781,-76.48157011,18.17200075,41.54396337,Route_221,36.99364577,Delivered,Equipment Failure,45.41162967,442.0746447,Equipment Failure
TXN_222,Warehouse,Carrier B,52:52.3,RFID_321,35.75528946,-77.29650762,2.261326047,62.95465321,Route_222,52.68777984,In Transit,Equipment Failure,11.74634866,136.6617346,Traffic Jam
TXN_223,Logistics,Supplier A,52:52.3,RFID_322,37.16167401,-79.51732765,-1.240054812,82.85547054,Route_223,25.1218047,In Transit,Traffic,6.315134719,93.92844224,Weather
TXN_224,Retailer,Warehouse C,52:52.3,RFID_323,39.7180796,-78.79053086,-4.13919651,76.69470942,Route_224,41.93175607,In Transit,Weather,14.50928162,454.0081129,Strike
TXN_225,Logistics,Supplier A,52:52.3,RFID_324,37.09863658,-79.93797982,2.458667963,60.81911534,Route_225,45.99847165,Delivered,Weather,42.96408829,207.4529586,Equipment Failure
TXN_226,Logistics,Carrier B,52:52.3,RFID_325,38.19262974,-77.65616017,35.08849907,71.11552024,Route_226,15.16526593,Delivered,Weather,46.65856678,298.0928258,Equipment Failure
TXN_227,Manufacturing,Warehouse C,52:52.3,RFID_326,36.98797199,-78.4936737,5.869157877,45.53757291,Route_227,62.49765234,Delivered,Traffic,41.24759765,211.794415,Equipment Failure
TXN_228,Logistics,Retailer D,52:52.3,RFID_327,36.37107601,-77.00821258,10.94220972,64.86758697,Route_228,89.59090852,Delivered,Weather,5.280850614,106.6110514,Strike
TXN_229,Manufacturing,Carrier B,52:52.3,RFID_328,39.91988824,-78.51381096,-0.259453198,52.63271138,Route_229,23.65686217,Delivered,Traffic,45.47654391,315.1992402,Weather
TXN_230,Manufacturing,Warehouse C,52:52.3,RFID_329,37.04667003,-78.50040444,5.006258714,33.29552955,Route_230,63.80272121,In Transit,Traffic,20.32118531,286.3133833,Equipment Failure
TXN_231,Logistics,Warehouse C,52:52.3,RFID_330,39.47049602,-76.28403401,18.36510569,69.12167917,Route_231,69.82652844,Delivered,Traffic,0.446893957,141.3471016,Strike
TXN_232,Retailer,Retailer D,52:52.3,RFID_331,36.14977303,-79.75928582,22.34887074,58.95252461,Route_232,47.74012124,In Transit,Weather,21.23489956,253.3410701,Strike
TXN_233,Retailer,Supplier A,52:52.3,RFID_332,36.06552352,-75.48552502,6.040854137,45.10351074,Route_233,73.09878286,Delivered,Human Error,2.211320144,408.6263768,Traffic Jam
TXN_234,Retailer,Supplier A,52:52.3,RFID_333,35.15567041,-75.73868063,-2.402052835,83.79374331,Route_234,46.96583891,In Transit,Weather,26.10614022,315.6917464,Strike
TXN_235,Retailer,Carrier B,52:52.3,RFID_334,38.25833413,-76.66097658,12.59647911,21.46538825,Route_235,55.41735592,Delivered,Weather,16.25059332,93.61279718,Equipment Failure
TXN_236,Retailer,Retailer D,52:52.3,RFID_335,36.84263172,-77.03389215,5.539151692,42.10412059,Route_236,10.66177401,Delivered,Equipment Failure,22.72487681,296.6096738,Equipment Failure
TXN_237,Logistics,Supplier A,52:52.3,RFID_336,39.32179125,-75.53848751,4.879926545,23.98169784,Route_237,72.25481027,Delivered,Traffic,29.43217732,366.2322347,Strike
TXN_238,Logistics,Retailer D,52:52.3,RFID_337,37.36604953,-79.0733491,38.19382612,73.65691214,Route_238,69.52084111,Delivered,Human Error,41.7024526,406.7165326,Equipment Failure
TXN_239,Warehouse,Supplier A,52:52.3,RFID_338,39.84096714,-79.60515419,22.73352187,69.14752179,Route_239,13.45607896,Delivered,Equipment Failure,31.77127567,333.1029104,Strike
TXN_240,Retailer,Warehouse C,52:52.3,RFID_339,35.92762758,-78.80244915,20.05952994,43.19465531,Route_240,43.14250967,Delivered,Human Error,20.83434569,118.696174,Equipment Failure
TXN_241,Logistics,Supplier A,52:52.3,RFID_340,39.34311584,-76.02710861,13.70987966,67.29640315,Route_241,98.11286567,In Transit,Human Error,39.33253698,369.57797,Traffic Jam
TXN_242,Warehouse,Retailer D,52:52.3,RFID_341,38.88298426,-79.82664867,14.302495,47.71560583,Route_242,47.86629063,Delivered,Traffic,43.4679426,354.8038307,Weather
TXN_243,Retailer,Warehouse C,52:52.3,RFID_342,38.85460922,-77.08596582,19.34072517,72.9377654,Route_243,55.17508646,In Transit,Weather,5.748478389,60.99209732,Traffic Jam
TXN_244,Manufacturing,Warehouse C,52:52.3,RFID_343,39.22391614,-75.02281242,26.33934132,51.79285639,Route_244,91.89371423,Delivered,Traffic,25.53278292,235.2864504,Traffic Jam
TXN_245,Warehouse,Warehouse C,52:52.3,RFID_344,38.80511995,-75.72151953,26.59657433,48.85958095,Route_245,74.55356883,In Transit,Traffic,13.65657407,199.8276111,Weather
TXN_246,Logistics,Retailer D,52:52.3,RFID_345,38.13110161,-77.39277155,2.726225847,85.43109408,Route_246,62.3863118,In Transit,Equipment Failure,2.258937498,351.2354289,Equipment Failure
TXN_247,Manufacturing,Carrier B,52:52.3,RFID_346,35.65622439,-79.68179545,17.50507384,37.56153699,Route_247,81.80242132,In Transit,Traffic,32.09024137,147.2611155,Weather
TXN_248,Manufacturing,Carrier B,52:52.3,RFID_347,35.1626309,-75.84313243,13.53811428,28.4313138,Route_248,87.79296398,In Transit,Weather,41.41299732,315.8923653,Strike
TXN_249,Manufacturing,Carrier B,52:52.3,RFID_348,39.60423924,-77.00510746,34.17371348,60.91801793,Route_249,51.11992646,In Transit,Human Error,7.819327415,460.9426828,Weather
TXN_250,Warehouse,Retailer D,52:52.3,RFID_349,38.08325157,-79.42533501,23.41385145,87.85252686,Route_250,52.75975284,In Transit,Traffic,38.99585557,409.0110675,Traffic Jam
TXN_251,Logistics,Warehouse C,52:52.3,RFID_350,38.98268645,-79.53071358,18.96268299,46.44874496,Route_251,44.74458421,Delivered,Human Error,40.96299521,464.6559813,Weather
TXN_252,Manufacturing,Carrier B,52:52.3,RFID_351,37.40761176,-75.4518659,0.192758898,24.34257345,Route_252,97.0035526,In Transit,Traffic,43.88834125,490.3276851,Equipment Failure
TXN_253,Retailer,Retailer D,52:52.3,RFID_352,35.58654094,-76.65399869,22.25370502,43.75136871,Route_253,72.74496289,Delivered,Human Error,12.73368428,54.80155715,Traffic Jam
TXN_254,Manufacturing,Carrier B,52:52.3,RFID_353,35.62592896,-75.853566,0.274175756,55.4152158,Route_254,17.49007596,Delivered,Traffic,43.38974713,330.2335744,Strike
TXN_255,Manufacturing,Supplier A,52:52.3,RFID_354,38.42782644,-75.6051055,10.1742959,31.33461046,Route_255,87.6663661,In Transit,Equipment Failure,15.39181223,235.777729,Equipment Failure
TXN_256,Warehouse,Carrier B,52:52.3,RFID_355,37.15152947,-77.14113824,1.427888417,66.06715526,Route_256,53.25039468,In Transit,Human Error,26.51222465,436.9345207,Traffic Jam
TXN_257,Warehouse,Carrier B,52:52.3,RFID_356,36.00262363,-77.41276824,26.14331412,89.84245723,Route_257,16.18785158,Delivered,Traffic,2.4243586,163.3166159,Strike
TXN_258,Logistics,Warehouse C,52:52.3,RFID_357,37.45797273,-77.84786295,4.281345123,51.62176332,Route_258,59.47455296,In Transit,Traffic,2.106292242,491.4632701,Equipment Failure
TXN_259,Retailer,Retailer D,52:52.3,RFID_358,35.32104469,-78.41526706,12.63367179,44.83099897,Route_259,47.54478511,In Transit,Equipment Failure,34.57791421,326.1685863,Strike
TXN_260,Warehouse,Warehouse C,52:52.3,RFID_359,37.90985701,-77.8270202,35.30536499,48.04929168,Route_260,88.99744644,In Transit,Equipment Failure,21.33503894,407.091831,Weather
TXN_261,Manufacturing,Warehouse C,52:52.3,RFID_360,36.34496702,-76.13060172,4.194237253,28.06023249,Route_261,28.35951432,In Transit,Equipment Failure,12.30203402,88.51979877,Weather
TXN_262,Logistics,Warehouse C,52:52.3,RFID_361,38.9877955,-76.99038284,17.85122788,81.8291521,Route_262,84.38181485,In Transit,Human Error,9.139847809,132.5560481,Strike
TXN_263,Manufacturing,Warehouse C,52:52.3,RFID_362,36.55180979,-75.53738355,13.86722475,49.03779589,Route_263,60.19198221,In Transit,Human Error,32.15776756,391.2816529,Weather
TXN_264,Manufacturing,Warehouse C,52:52.3,RFID_363,37.27610075,-77.78309993,-4.184418153,47.1092088,Route_264,14.91492729,In Transit,Equipment Failure,0.019274113,59.89393492,Strike
TXN_265,Warehouse,Carrier B,52:52.3,RFID_364,35.0581027,-76.96455211,30.67411511,66.17831911,Route_265,97.46607712,Delivered,Weather,38.68277612,417.5950937,Equipment Failure
TXN_266,Logistics,Warehouse C,52:52.3,RFID_365,35.36223444,-76.84346223,-1.892934216,50.94233947,Route_266,56.13537197,In Transit,Weather,3.803981094,56.27705841,Traffic Jam
TXN_267,Retailer,Warehouse C,52:52.3,RFID_366,36.96246778,-77.04151419,16.34147594,65.37634282,Route_267,36.17891688,Delivered,Traffic,9.191501516,345.7034776,Strike
TXN_268,Retailer,Retailer D,52:52.3,RFID_367,37.39969417,-76.48683113,20.23052327,24.30124031,Route_268,52.24661578,Delivered,Weather,18.53934697,214.2922641,Traffic Jam
TXN_269,Warehouse,Supplier A,52:52.3,RFID_368,38.00010274,-78.81283266,23.27919055,76.96063406,Route_269,87.20720052,Delivered,Traffic,23.27321951,325.1726837,Traffic Jam
TXN_270,Warehouse,Carrier B,52:52.3,RFID_369,36.45831289,-77.43818111,25.98842332,85.8352767,Route_270,37.44128119,Delivered,Human Error,17.03976556,363.2141331,Strike
TXN_271,Logistics,Carrier B,52:52.3,RFID_370,38.47490943,-79.47887599,6.397257259,65.41357703,Route_271,27.34087568,In Transit,Human Error,15.39418392,204.1138486,Weather
TXN_272,Retailer,Carrier B,52:52.3,RFID_371,39.30061199,-78.07744336,-4.55095505,86.81961502,Route_272,21.61641222,Delivered,Weather,46.26796858,98.58310165,Equipment Failure
TXN_273,Retailer,Warehouse C,52:52.3,RFID_372,38.89925494,-77.56166466,27.55496481,30.60026201,Route_273,36.80734586,Delivered,Human Error,30.7958247,81.34064049,Traffic Jam
TXN_274,Retailer,Warehouse C,52:52.3,RFID_373,35.19809413,-76.7388787,19.10454697,53.41913326,Route_274,80.20432783,Delivered,Equipment Failure,1.124781858,315.0212102,Equipment Failure
TXN_275,Manufacturing,Warehouse C,52:52.3,RFID_374,37.40253474,-75.24734474,32.62529664,62.12647138,Route_275,52.44637287,Delivered,Equipment Failure,20.64844361,284.2949092,Traffic Jam
TXN_276,Retailer,Retailer D,52:52.3,RFID_375,35.52465089,-76.99674467,31.96247633,60.72156532,Route_276,30.47334433,Delivered,Weather,42.00041759,383.9904541,Strike
TXN_277,Manufacturing,Supplier A,52:52.3,RFID_376,36.21022508,-76.28203042,32.94967755,48.10232454,Route_277,24.95664996,In Transit,Weather,14.46989695,279.3809795,Weather
TXN_278,Logistics,Warehouse C,52:52.3,RFID_377,39.93331297,-77.4686697,16.8292597,43.66590866,Route_278,39.94565289,In Transit,Traffic,4.538704549,240.1006055,Equipment Failure
TXN_279,Manufacturing,Supplier A,52:52.3,RFID_378,35.71247771,-76.82947984,10.01327781,28.87768158,Route_279,94.59319356,Delivered,Human Error,36.40246904,229.1392302,Traffic Jam
TXN_280,Logistics,Retailer D,52:52.3,RFID_379,37.49444077,-79.64533892,30.62011912,47.42197154,Route_280,40.87240413,In Transit,Traffic,29.08866393,61.90110617,Strike
TXN_281,Retailer,Carrier B,52:52.3,RFID_380,38.09077867,-78.7280421,15.30823509,31.38625706,Route_281,98.93116684,In Transit,Traffic,27.37500038,201.0007408,Strike
TXN_282,Retailer,Warehouse C,52:52.3,RFID_381,38.51232485,-78.19073453,3.254898838,71.40559735,Route_282,53.67074102,Delivered,Equipment Failure,2.571674861,489.2090709,Traffic Jam
TXN_283,Logistics,Supplier A,52:52.3,RFID_382,37.79824342,-77.63753322,33.47383088,34.61816548,Route_283,26.12475265,Delivered,Equipment Failure,6.74395247,443.1000093,Traffic Jam
TXN_284,Warehouse,Supplier A,52:52.3,RFID_383,35.04885424,-79.77175627,34.71519445,24.09957137,Route_284,90.20260826,Delivered,Equipment Failure,29.88237102,198.2201302,Traffic Jam
TXN_285,Logistics,Warehouse C,52:52.3,RFID_384,36.63230654,-79.29987951,15.98393903,58.66562965,Route_285,51.43198358,In Transit,Equipment Failure,9.97554439,314.5079323,Weather
TXN_286,Warehouse,Carrier B,52:52.3,RFID_385,37.58855822,-78.61592846,-1.593512271,61.66608129,Route_286,73.87042092,Delivered,Traffic,24.19536383,431.2835355,Traffic Jam
TXN_287,Manufacturing,Carrier B,52:52.3,RFID_386,35.4393325,-75.14233655,12.45217405,81.03391429,Route_287,98.53404249,In Transit,Equipment Failure,26.15432093,248.5734515,Traffic Jam
TXN_288,Manufacturing,Carrier B,52:52.3,RFID_387,36.75313466,-78.34326496,31.15919468,60.38871287,Route_288,14.51578153,In Transit,Human Error,13.60834513,58.08103869,Weather
TXN_289,Manufacturing,Retailer D,52:52.3,RFID_388,35.16601554,-77.58979471,35.57983128,44.18365976,Route_289,18.70251038,In Transit,Equipment Failure,45.52440747,83.52970782,Strike
TXN_290,Retailer,Supplier A,52:52.3,RFID_389,35.39289249,-79.01951144,4.156273412,76.21083171,Route_290,74.84110673,Delivered,Equipment Failure,40.43827713,279.6767246,Traffic Jam
TXN_291,Manufacturing,Supplier A,52:52.3,RFID_390,36.98461638,-76.94609964,-1.986187459,57.81952252,Route_291,35.3642503,In Transit,Equipment Failure,34.67392837,486.2477191,Equipment Failure
TXN_292,Warehouse,Supplier A,52:52.3,RFID_391,35.66357877,-78.59658392,34.48077039,25.54961992,Route_292,26.58712573,Delivered,Weather,3.743705588,361.944294,Strike
